conversation_id,date,hashtags,id,language,link,name,nlikes,nreplies,nretweets,photos,retweet,source,thumbnail,tweet,twitter_handle,urls,username,video,run_time,time_since_tweet,total,average_nreactions,cut_off
1400095328813129730,2021-06-02 15:21:53,[],1400095328813129730,en,https://twitter.com/CBSNews/status/1400095328813129730,CBS News,47,57,31,[],False,,https://pbs.twimg.com/amplify_video_thumb/1400095295841652739/img/rLacsLACj9Ik44lZ.jpg,"China reported the world's first known human infection from the H10N3 bird flu strain in a 41-year-old man, but said the risk of it spreading widely among people was ""extremely low.""  https://t.co/oKVcBVoLWg  https://t.co/PG5Kd2TVHw",cbsnews,['https://cbsn.ws/3uKtN1S'],CBSNews,1,2021-06-02 16:02:48,40.916666666666664,135,152.0,121.6
1400094761684512773,2021-06-02 15:19:38,[],1400094761684512773,en,https://twitter.com/CBSNews/status/1400094761684512773,CBS News,34,7,15,[],False,,,"Amazon workers have highest warehouse injury rate, labor groups say   https://t.co/wqAhpB5AGX",cbsnews,['https://cbsn.ws/3i7Tnvj'],CBSNews,0,2021-06-02 16:02:48,43.166666666666664,56,152.0,121.6
1400097865922383875,2021-06-02 15:31:58,[],1400097865922383875,en,https://twitter.com/MarketWatch/status/1400097865922383875,MarketWatch,25,9,14,[],False,,,"Elon Musk’s Twitter usage has twice violated a court order requiring his tweets be vetted by Tesla’s lawyers, The Wall Street Journal reported late on Tuesday.  https://t.co/JedXMmc42d",marketwatch,['https://on.mktw.net/3pbBhdr'],MarketWatch,0,2021-06-02 16:02:48,30.833333333333332,48,80.66666666666667,64.53333333333333
1400094581904101376,2021-06-02 15:18:55,[],1400094581904101376,en,https://twitter.com/MarketWatch/status/1400094581904101376,MarketWatch,4,3,3,[],False,,,Meat-producer stocks mixed in wake of ransomware attack against JBS  https://t.co/k6oHEZ0qLc,marketwatch,['https://on.mktw.net/3ij57ei'],MarketWatch,0,2021-06-02 16:02:48,43.88333333333333,10,80.66666666666667,64.53333333333333
1400097137560592389,2021-06-02 15:29:04,[],1400097137560592389,en,https://twitter.com/BBCWorld/status/1400097137560592389,BBC News (World),198,20,62,[],False,,,"Tesla failed to stop Musk tweets, says regulator  https://t.co/GkJVlSVdm6",bbcworld,['https://bbc.in/3fFBUJ4'],BBCWorld,0,2021-06-02 16:02:48,33.733333333333334,280,344.68333333333334,275.74666666666667
1400097004349427715,2021-06-02 15:28:33,[],1400097004349427715,en,https://twitter.com/nypost/status/1400097004349427715,New York Post,151,54,42,['https://pbs.twimg.com/media/E24kzlbWEAEh-gU.jpg'],False,,https://pbs.twimg.com/media/E24kzlbWEAEh-gU.jpg,"Iranian navy ship catches fire, sinks mysteriously in Gulf of Oman  https://t.co/8qjf6oC4G2  https://t.co/HNn5B7mIYg",nypost,['https://trib.al/gDagXzE'],nypost,1,2021-06-02 16:02:48,34.25,247,173.26857142857142,138.61485714285715
1400095324413304833,2021-06-02 15:21:52,[],1400095324413304833,en,https://twitter.com/nypost/status/1400095324413304833,New York Post,9,5,3,['https://pbs.twimg.com/media/E24jRu3XEAM1xRW.jpg'],False,,https://pbs.twimg.com/media/E24jRu3XEAM1xRW.jpg,Danny Ainge considering Celtics divorce after disastrous season  https://t.co/Bdsg0wxFvd  https://t.co/KL5ohmc4V8,nypost,['https://trib.al/eTTPQUL'],nypost,1,2021-06-02 16:02:48,40.93333333333333,17,173.26857142857142,138.61485714285715
1400095306642083840,2021-06-02 15:21:48,[],1400095306642083840,en,https://twitter.com/nypost/status/1400095306642083840,New York Post,44,3,12,['https://pbs.twimg.com/media/E24jQwZWEAAhfys.jpg'],False,,https://pbs.twimg.com/media/E24jQwZWEAAhfys.jpg,Earlier sleep cycles linked to lower depression risk: study  https://t.co/0Ef8l0OOkH  https://t.co/JOWM2ekslF,nypost,['https://trib.al/LO10lfw'],nypost,1,2021-06-02 16:02:48,41.0,59,173.26857142857142,138.61485714285715
1400097432176889859,2021-06-02 15:30:15,[],1400097432176889859,en,https://twitter.com/TMZ/status/1400097432176889859,TMZ,30,8,5,[],False,,,John Krasinski Reacts To Amy Schumer's Joke That Marriage To Emily Blunt Is 'For Publicity' (via @Fox411)  https://t.co/di1r6ptAcI,tmz,['http://tmz.me/yhcXvAY'],TMZ,0,2021-06-02 16:02:48,32.55,43,122.56756756756756,98.05405405405405
1400097154773946368,2021-06-02 15:29:08,[],1400097154773946368,en,https://twitter.com/CNET/status/1400097154773946368,CNET,18,1,8,[],False,,,"Alienware X Series x15, x17 super-slim gaming laptops available now, starting at $1,999  https://t.co/2k0ZhrFTuL",CNET,['https://cnet.co/3g5h6td'],CNET,0,2021-06-02 16:02:48,33.666666666666664,27,82.5,66.0
1400094633166770176,2021-06-02 15:19:07,[],1400094633166770176,en,https://twitter.com/BBCNews/status/1400094633166770176,BBC News (UK),115,16,27,[],False,,,Plans to build world's deepest pool in Cornwall  https://t.co/paaxtRyFAr,bbcnews,['https://bbc.in/3vKQRz6'],BBCNews,0,2021-06-02 16:02:48,43.68333333333333,158,169.0754716981132,135.26037735849056
1400096379725303809,2021-06-02 15:26:04,[],1400096379725303809,en,https://twitter.com/BBCNews/status/1400096379725303809,BBC News (UK),75,11,16,[],False,,,Wildlife officers called in by the Ministry of Defence after badger dug its way into Army base  https://t.co/r94vnVxq4V,bbcnews,['https://bbc.in/3fICyFH'],BBCNews,0,2021-06-02 16:02:48,36.733333333333334,102,169.0754716981132,135.26037735849056
1400096894152544256,2021-06-02 15:28:06,[],1400096894152544256,en,https://twitter.com/people/status/1400096894152544256,People,78,1,11,[],False,,,Princess Diana's Wedding Dress (and 25-Foot Train!) Is on Display at Kensington Palace: See Photos​   https://t.co/NIK0EnctoS,people,['https://people.com/royals/princess-diana-wedding-dress-display-kensington-palace-royal-style-fashion-exhibit/?utm_campaign=peoplemagazine&utm_content=new&utm_medium=social&utm_source=twitter.com&utm_term=60b79576ca44bd000180beaf'],people,0,2021-06-02 16:02:48,34.7,90,126.41176470588236,101.12941176470589
1400095886001180681,2021-06-02 15:24:06,[],1400095886001180681,en,https://twitter.com/people/status/1400095886001180681,People,36,1,8,[],False,,,Jimmy Fallon's New Picture Book Nana Loves You More Coming 2022​   https://t.co/rv3NkUcwd6,people,['https://people.com/parents/jimmy-fallon-new-picture-book-nana-loves-you-more-coming-2022-exclusive/?utm_campaign=peoplemagazine&utm_content=new&utm_medium=social&utm_source=twitter.com&utm_term=60b79486ca44bd000180bead'],people,0,2021-06-02 16:02:48,38.7,45,126.41176470588236,101.12941176470589
1400097902232539145,2021-06-02 15:32:07,[],1400097902232539145,en,https://twitter.com/people/status/1400097902232539145,People,5,0,4,[],False,,,Body Found at a Texas Motel in Search for Missing 6-Year-Old Boy​   https://t.co/4PA4fg3Q8x,people,['https://people.com/crime/body-found-at-a-texas-motel-in-search-for-missing-6-year-old-boy/?utm_campaign=peoplemagazine&utm_content=new&utm_medium=social&utm_source=twitter.com&utm_term=60b79666ca44bd000180bec0'],people,0,2021-06-02 16:02:48,30.683333333333334,9,126.41176470588236,101.12941176470589
1400094876453199882,2021-06-02 15:20:05,[],1400094876453199882,en,https://twitter.com/people/status/1400094876453199882,People,21,0,9,[],False,,,"Special Ed Teacher Who 'Went the Extra Mile' for Students Is Killed, and Family Says Suspect Is Ex​   https://t.co/QYzTuss42Z",people,['https://people.com/crime/special-ed-teacher-went-extra-mile-students-killed-family-says-suspect-ex/?utm_campaign=peoplemagazine&utm_content=new&utm_medium=social&utm_source=twitter.com&utm_term=60b79395ca44bd000180bea9'],people,0,2021-06-02 16:02:48,42.71666666666667,30,126.41176470588236,101.12941176470589
1400095281509720070,2021-06-02 15:21:42,[],1400095281509720070,en,https://twitter.com/guardian/status/1400095281509720070,The Guardian,47,4,15,[],False,,,Asthma warning as UK records hottest day of 2021 so far  https://t.co/NbKdpLCffB,guardian,['https://www.theguardian.com/uk-news/2021/jun/02/thunderstorm-warnings-as-uk-records-hottest-day-of-2021-so-far?CMP=twt_gu&utm_source=Twitter&utm_medium#Echobox=1622643701'],guardian,0,2021-06-02 16:02:48,41.1,66,148.08527131782947,118.46821705426358
1400096499044913154,2021-06-02 15:26:32,[],1400096499044913154,en,https://twitter.com/Independent/status/1400096499044913154,The Independent,23,6,10,[],False,,,Trump agents reportedly spending thousands of dollars a month on porta potties  https://t.co/tZE42i8CjH,Independent,['https://www.independent.co.uk/news/world/americas/us-politics/trump-secret-service-porta-potties-b1858124.html?utm_content=Echobox&utm_medium=Social&utm_source=Twitter#Echobox=1622641924'],Independent,0,2021-06-02 16:02:48,36.266666666666666,39,94.6,75.67999999999999
1400092425058766848,2021-06-02 15:28:51,"['borisjohnson', 'uknews']",1400097081738645510,en,https://twitter.com/Independent/status/1400097081738645510,The Independent,8,3,4,['https://pbs.twimg.com/media/E24koMWXMAAW-ug.jpg'],False,,https://pbs.twimg.com/media/E24koMWXMAAW-ug.jpg,"#BorisJohnson #UKNews   ⚫Boris Johnson has called on Nato allies to ""stand together against threats from the East"".  ⬇️FOLLOW LIVE   https://t.co/FeIwaKPqvt  https://t.co/hAhcJqKZhw",Independent,['https://www.independent.co.uk/news/uk/politics/boris-johnson-brexit-news-live-b1858009.html'],Independent,1,2021-06-02 16:02:48,33.95,15,94.6,75.67999999999999
1400095078622842880,2021-06-02 15:20:53,[],1400095078622842880,en,https://twitter.com/Independent/status/1400095078622842880,The Independent,10,1,6,[],False,,,Christina Hendricks reflects on being asked bra questions during Mad Men fame  https://t.co/uPa2QYbBMP,Independent,['https://www.independent.co.uk/arts-entertainment/tv/news/mad-men-christina-hendricks-bra-joan-b1858302.html?utm_content=Echobox&utm_medium=Social&utm_source=Twitter#Echobox=1622643429'],Independent,0,2021-06-02 16:02:48,41.916666666666664,17,94.6,75.67999999999999
1400097614729777156,2021-06-02 15:30:58,[],1400097614729777156,en,https://twitter.com/Independent/status/1400097614729777156,The Independent,5,0,1,[],False,,,✈️ The Independent’s Travel Correspondent @SimonCalder will answer your questions on travel live  Find out more below  https://t.co/rOzRkHTQpn,Independent,['https://www.independent.co.uk/travel/news-and-advice/simon-calder-questions-green-list-b1858204.html?utm_content=Echobox&utm_medium=Social&utm_source=Twitter#Echobox=1622635174'],Independent,0,2021-06-02 16:02:48,31.833333333333332,6,94.6,75.67999999999999
1400095741733912578,2021-06-02 15:23:32,[],1400095741733912578,en,https://twitter.com/nationalpost/status/1400095741733912578,National Post,15,7,2,[],False,,,"U.S. to send Israel $1 billion to replenish Iron Dome missile defences, senator says   https://t.co/SrmmdR0hzF",nationalpost,['https://nationalpost.com/news/u-s-senator-expects-u-s-to-send-more-funds-for-israels-iron-dome?utm_medium=Social&utm_source=Twitter#Echobox=1622643811-1'],nationalpost,0,2021-06-02 16:02:48,39.266666666666666,24,99.0,79.2
1400097618181738503,2021-06-02 15:30:59,['autonews'],1400097618181738503,en,https://twitter.com/nationalpost/status/1400097618181738503,National Post,8,1,1,[],False,,,"Burnaby RCMP charge twins with impaired driving, one after the other  https://t.co/0W1euB5Z6p — via @drivingdotca  #autonews",nationalpost,['https://driving.ca/auto-news/crashes/identically-impaired-burnaby-rcmp-charge-twins-with-impaired-driving-one-after-the-other?utm_source=Twitter&utm_medium=organic&utm_campaign=driving_promo_AO#Echobox=1622637850-5'],nationalpost,0,2021-06-02 16:02:48,31.816666666666666,10,99.0,79.2
1400097522375348224,2021-06-02 15:30:36,[],1400097522375348224,en,https://twitter.com/FoxNews/status/1400097522375348224,Fox News,306,102,46,[],False,,,Virginia parents organize to fight critical race theory learning in classrooms  https://t.co/UeFd0ZHEoA,foxnews,['https://www.foxnews.com/us/virginia-parents-organize-fight-crt-learning-classrooms'],FoxNews,0,2021-06-02 16:02:48,32.2,454,257.9375,206.35
1400095006954774530,2021-06-02 15:20:36,[],1400095006954774530,en,https://twitter.com/FoxNews/status/1400095006954774530,Fox News,174,30,26,[],False,,,Queen Elizabeth to celebrate Platinum Jubilee in 2022 with special holiday weekend  https://t.co/clmzIpD2jU,foxnews,['https://www.foxnews.com/entertainment/queen-elizabeth-celebrate-platinum-jubilee-2022-britain'],FoxNews,0,2021-06-02 16:02:48,42.2,230,257.9375,206.35
1400096124434796549,2021-06-02 15:25:03,[],1400096124434796549,en,https://twitter.com/Inc/status/1400096124434796549,Inc.,19,1,7,[],False,,,Enhancing your customers' emotions is crucial.  https://t.co/iAmMvE5Pmu,Inc,['http://on.inc.com/jJD5K3I'],Inc,0,2021-06-02 16:02:48,37.75,27,86.36363636363636,69.0909090909091
1400094649612599302,2021-06-02 15:19:11,[],1400094649612599302,en,https://twitter.com/9to5mac/status/1400094649612599302,9to5Mac.com,70,4,14,[],False,,,"It's not just you, Apple confirms Apple Card outage affecting all users  https://t.co/z2YbbJRypD by @michaelpotuck",9to5mac,['https://9to5mac.com/2021/06/02/apple-confirms-apple-card-outage/'],9to5mac,0,2021-06-02 16:02:48,43.61666666666667,88,107.5,86.0
1400095364871491589,2021-06-02 15:22:02,[],1400095364871491589,en,https://twitter.com/9to5mac/status/1400095364871491589,9to5Mac.com,63,0,12,[],False,,,Gallery: Swift Student Challenge winners begin receiving exclusive WWDC21 swag  https://t.co/l7ypg08l4p by @ChanceHMiller,9to5mac,['https://9to5mac.com/2021/06/02/wwdc-2021-swag-challenge-winners/'],9to5mac,0,2021-06-02 16:02:48,40.766666666666666,75,107.5,86.0
1400095251759517703,2021-06-02 15:21:35,[],1400095251759517703,en,https://twitter.com/globalnews/status/1400095251759517703,Globalnews.ca,18,2,1,[],False,,,Wednesday marks the third straight day Ontario's case counts are below a thousand.   https://t.co/b7z5Fv5oOH,globalnews,['https://trib.al/hj7CzMC'],globalnews,0,2021-06-02 16:02:48,41.21666666666667,21,68.0,54.4
1400097129322844171,2021-06-02 15:29:02,[],1400097129322844171,en,https://twitter.com/Gizmodo/status/1400097129322844171,Gizmodo,6,1,1,[],False,,,Please Give All the Awards to This Mind-Melting Game That Uses 2D Instant Camera Photos to Solve 3D Puzzles  https://t.co/E25p1FINI0,Gizmodo,['http://dlvr.it/S0wV1x'],Gizmodo,0,2021-06-02 16:02:48,33.766666666666666,8,82.66666666666667,66.13333333333334
1400094854311337987,2021-06-02 15:20:00,[],1400094854311337987,en,https://twitter.com/PulseGhana/status/1400094854311337987,Pulse Ghana,32,2,2,['https://pbs.twimg.com/media/E24gtJLXwAIxqQ6.jpg'],False,,https://pbs.twimg.com/media/E24gtJLXwAIxqQ6.jpg,Man jailed 9 months for beating stranger who spanked his girlfriend’s buttocks  https://t.co/dX8GbN411j  https://t.co/cVpjpCbZxb,pulseghana,['https://bit.ly/34BRLlA'],PulseGhana,1,2021-06-02 16:02:48,42.8,36,109.53846153846152,87.63076923076922
